slug,name,type,categories,target,fit,effort,existing,privileged,arm,updateable,port,rationale,website,documentation
gogs,Gogs,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,3000,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://gogs.io/,https://gogs.io/docs
gramps-web,Gramps Web,lxc,Documents & Notes,root,possible,medium,,false,false,true,5000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://www.grampsweb.org/,https://www.grampsweb.org/install_setup/setup/
graylog,Graylog,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,9000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://graylog.org/,https://go2docs.graylog.org/current/home.htm
grist,Grist,lxc,Documents & Notes,root,possible,medium,,false,false,true,8484,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://www.getgrist.com/,https://support.getgrist.com/self-managed/#the-essentials
gwn-manager,GWN Manager,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,8443,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://www.grandstream.com/products/networking-solutions/wi-fi-management/product/gwn-manager,https://documentation.grandstream.com/article-categories/gwn-mgmt/
heimdall-dashboard,Heimdall Dashboard,lxc,Dashboards & Frontends,root,possible,medium,,false,false,true,7990,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://heimdall.site/,https://github.com/linuxserver/Heimdall/blob/2.x/readme.md
homarr,Homarr,lxc,Dashboards & Frontends,root,possible,medium,,false,false,true,7575,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://homarr.dev/,https://homarr.dev/docs/getting-started/
homelable,Homelable,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/Pouzor/homelable,https://github.com/Pouzor/homelable/blob/main/INSTALLATION.md
homer,Homer,lxc,Dashboards & Frontends,root,possible,medium,,false,false,true,8010,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/bastienwirtz/homer,https://github.com/bastienwirtz/homer/blob/main/README.md#table-of-contents
igotify,iGotify,lxc,Automation & Scheduling,root,possible,medium,,false,false,true,80,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://github.com/androidseb25/iGotify-Notification-Assistent,https://github.com/androidseb25/iGotify-Notification-Assistent
infisical,Infisical,lxc,Authentication & Security,root,possible,medium,,false,false,true,8080,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://infisical.com/,https://infisical.com/docs/documentation/getting-started/overview
inventree,InvenTree,lxc,Business & ERP,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://inventree.org,https://docs.inventree.org/en/latest/
investbrain,Investbrain,lxc,Finance & Budgeting,root,possible,medium,,false,false,true,8000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://investbra.in,https://github.com/investbrainapp/investbrain
invoiceninja,InvoiceNinja,lxc,Business & ERP,root,possible,medium,,false,false,true,8080,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://invoiceninja.com/,https://invoiceninja.github.io/selfhost.html
invoiceshelf,InvoiceShelf,lxc,Finance & Budgeting,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://invoiceshelf.com/,https://docs.invoiceshelf.com/
ironclaw,IronClaw,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,3000,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://github.com/nearai/ironclaw,https://github.com/nearai/ironclaw/tree/staging/docs
itsm-ng,ITSM-NG,lxc,Business & ERP,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://itsm-ng.com,https://wiki.itsm-ng.org/en/home
jenkins,Jenkins,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,8080,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://www.jenkins.io/,https://www.jenkins.io/doc/
joplin-server,Joplin Server,lxc,Documents & Notes,root,possible,medium,,false,false,true,22300,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://joplinapp.org/,https://joplinapp.org/help/
jotty,jotty,lxc,Documents & Notes,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/fccview/jotty,https://github.com/fccview/jotty/blob/main/README.md
jupyternotebook,Jupyter Notebook,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,8888,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://jupyter.org/,https://jupyter-notebook.readthedocs.io/en/stable/
kan,Kan,lxc,Business & ERP,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://kan.bn/,https://github.com/kanbn/kan#readme
kimai,Kimai,lxc,Business & ERP,root,possible,medium,,false,false,true,,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://www.kimai.org/,https://www.kimai.org/documentation/
kutt,Kutt,lxc,Webservers & Proxies,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://kutt.it,https://github.com/thedevs-network/kutt/
labca,LabCA,lxc,Authentication & Security,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/hakwerk/labca,https://github.com/hakwerk/labca
leantime,Leantime,lxc,Documents & Notes,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://leantime.io,https://docs.leantime.io/
librechat,LibreChat,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,3080,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://www.librechat.ai/,https://www.librechat.ai/docs
librenms,LibreNMS,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://librenms.org/,https://docs.librenms.org/
limesurvey,LimeSurvey,lxc,Business & ERP,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://community.limesurvey.org/,https://www.limesurvey.org/manual/LimeSurvey_Manual
linkding,linkding,lxc,Documents & Notes,root,possible,medium,,false,false,true,9090,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://linkding.link/,https://linkding.link/
linkstack,LinkStack,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://linkstack.org/,https://docs.linkstack.org/
livebook,Livebook,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,8080,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://livebook.dev,https://hexdocs.pm/livebook/readme.html
lobehub,LobeHub,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,3210,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://lobehub.com/,https://lobehub.com/docs
localagi,LocalAGI,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,3000,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://github.com/mudler/LocalAGI,https://github.com/mudler/LocalAGI#installation-options
mafl,Mafl,lxc,Dashboards & Frontends,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://mafl.hywax.space/,https://mafl.hywax.space/reference/configuration.html
matomo,Matomo,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://matomo.org/,https://matomo.org/docs/
metabase,Metabase,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://www.metabase.com/,https://www.metabase.com/docs/latest/
minthcm,MintHCM,lxc,Business & ERP,root,possible,medium,,false,false,false,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://minthcm.org/,https://wiki.minthcm.org/
nagios,Nagios Core,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://www.nagios.org/projects/nagios-core/,https://assets.nagios.com/downloads/nagioscore/docs/nagioscore/4/en/quickstart.html
nextexplorer,nextExplorer,lxc,Files & Downloads; Documents & Notes,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/nxzai/nextExplorer,https://explorer.nxz.ai
nginxproxymanager,Nginx Proxy Manager,lxc,Webservers & Proxies,root,possible,medium,,false,false,true,81,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://nginxproxymanager.com/,https://nginxproxymanager.com/guide/
nginx-ui,Nginx UI,lxc,Webservers & Proxies,root,possible,medium,,false,false,true,9000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://nginxui.com,https://nginxui.com/guide/
nodebb,NodeBB,lxc,Dashboards & Frontends; Business & ERP,root,possible,medium,,false,false,true,4567,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://nodebb.org/,https://docs.nodebb.org/
npmplus,NPMplus,lxc,Webservers & Proxies,root,possible,medium,,false,false,true,81,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/ZoeyVid/NPMplus,https://github.com/ZoeyVid/NPMplus/blob/develop/README.md
odoo,Odoo,lxc,Business & ERP,root,possible,medium,,false,false,true,8069,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://www.odoo.com/,https://www.odoo.com/en_EN/page/docs
onedev,OneDev,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,6610,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://onedev.io/,https://docs.onedev.io/
onlyoffice,ONLYOFFICE Docs,lxc,Documents & Notes,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://onlyoffice.com/,https://helpcenter.onlyoffice.com/docs
openproject,OpenProject,lxc,Business & ERP,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://www.openproject.org,https://www.openproject.org
ots,OTS,lxc,Authentication & Security,root,possible,medium,,false,false,true,443,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/Luzifer/ots,https://github.com/Luzifer/ots/wiki
oxicloud,OxiCloud,lxc,Files & Downloads; Documents & Notes,root,possible,medium,,false,false,true,8086,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/DioCrafts/OxiCloud,https://github.com/DioCrafts/OxiCloud/tree/main/doc
pangolin,Pangolin,lxc,Webservers & Proxies,root,possible,medium,,false,false,true,443,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://pangolin.net/,https://docs.pangolin.net/
paperclip,Paperclip,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,3100,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://paperclip.ing/,https://docs.paperclip.ing/
paperless-gpt,Paperless-GPT,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,8080,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://github.com/icereed/paperless-gpt,https://github.com/icereed/paperless-gpt/blob/main/README.md
paperless-ai,PaperlessAI,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,3000,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://github.com/clusterzx/paperless-ai,https://github.com/clusterzx/paperless-ai/wiki/1.-Home
papra,Papra,lxc,Documents & Notes,root,possible,medium,,false,false,true,1221,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/CorentinTh/papra,https://github.com/CorentinTh/papra
part-db,Part-DB,lxc,Business & ERP,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/Part-DB/Part-DB-server,https://docs.part-db.de/
passbolt,Passbolt,lxc,Authentication & Security,root,possible,medium,,false,false,true,443,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://www.passbolt.com/,https://www.passbolt.com/docs/
patchmon,PatchMon,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://patchmon.net,https://docs.patchmon.net
paymenter,Paymenter,lxc,Webservers & Proxies,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://paymenter.org/,https://paymenter.org/docs
plane,Plane,lxc,Business & ERP,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://plane.so,https://developers.plane.so/self-hosting/overview
planka,PLANKA,lxc,Documents & Notes,root,possible,medium,,false,false,true,1337,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://planka.app/,https://docs.planka.cloud/
pocketid,Pocket ID,lxc,Authentication & Security,root,possible,medium,,false,false,true,1411,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/pocket-id/pocket-id,https://pocket-id.org/docs/
postiz,Postiz,lxc,Automation & Scheduling,root,possible,medium,,false,false,true,80,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://postiz.com/,https://docs.postiz.com/
projectsend,ProjectSend,lxc,Documents & Notes,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://projectsend.org/,https://docs.projectsend.org/
prometheus-alertmanager,Prometheus Alertmanager,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,9093,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://prometheus.io/,https://prometheus.io/docs/alerting/latest/overview/
pulse,Pulse,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,7655,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/rcourtman/Pulse,
reactive-resume,Reactive Resume,lxc,Documents & Notes,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://rxresume.org,https://docs.rxresume.org/
readeck,Readeck,lxc,Documents & Notes,root,possible,medium,,false,false,true,8000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://readeck.org/,https://readeck.org/en/docs/
revealjs,RevealJS,lxc,Documents & Notes,root,possible,medium,,false,false,true,8000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/hakimel/reveal.js,https://github.com/hakimel/reveal.js/wiki
salt,Salt,lxc,Automation & Scheduling,root,possible,medium,,false,false,true,,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://saltproject.io/,https://docs.saltproject.io/salt/install-guide/en/latest/
scanopy,Scanopy,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,60072,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://scanopy.net,https://github.com/scanopy/scanopy
semaphore,Semaphore,lxc,Automation & Scheduling,root,possible,medium,,false,false,true,3000,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://semaphoreui.com/,https://docs.semaphoreui.com/
signoz,SigNoz,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,8080,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://signoz.io/,https://signoz.io/docs/introduction/
snipeit,SnipeIT,lxc,Business & ERP,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://snipeitapp.com/,https://snipe-it.readme.io/docs/overview
solidtime,SolidTime,lxc,Business & ERP,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://www.solidtime.io/,https://docs.solidtime.io/
sonarqube,sonarqube,lxc,AI / Coding & Dev-Tools; Automation & Scheduling,root,possible,medium,,false,false,true,9000,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://www.sonarsource.com/products/sonarqube/,https://docs.sonarsource.com/sonarqube-server
split-pro,Split Pro,lxc,Documents & Notes,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/oss-apps/split-pro,https://github.com/oss-apps/split-pro/blob/main/docker/README.md
splunk-enterprise,Splunk Enterprise,lxc,Monitoring & Analytics,root,possible,medium,,false,false,false,8000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://www.splunk.com/en_us/download/splunk-enterprise.html,https://help.splunk.com
step-ca,step-ca,lxc,Authentication & Security,root,possible,medium,,false,false,true,443,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/smallstep/certificates,https://smallstep.com/docs/step-ca/
storybook,Storybook,lxc,AI / Coding & Dev-Tools,root,possible,medium,,false,false,true,6006,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://storybook.js.org/,https://storybook.js.org/docs
strapi,Strapi,lxc,Documents & Notes,root,possible,medium,,false,false,true,1337,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://strapi.io/,https://docs.strapi.io/
sure,Sure,lxc,Finance & Budgeting,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://sure.am,https://github.com/we-promise/sure
syncthing,Syncthing,lxc,Documents & Notes,root,possible,medium,,false,false,true,8384,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://syncthing.net/,https://docs.syncthing.net/
telegraf,Telegraf,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/influxdata/telegraf,https://docs.influxdata.com/telegraf/v1/
teleport,Teleport,lxc,Authentication & Security,root,possible,medium,,false,false,true,3080,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://goteleport.com/,https://goteleport.com/docs/
termix,Termix,lxc,Authentication & Security,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://termix.site/,https://docs.termix.site/
the-lounge,The Lounge,lxc,Bots & ChatOps,root,possible,medium,,false,false,true,9000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://thelounge.chat/,https://thelounge.chat/docs
tinyauth,Tinyauth,lxc,Authentication & Security,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://tinyauth.app,https://tinyauth.app
tracktor,Tracktor,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/javedh-dev/tracktor,https://github.com/javedh-dev/tracktor/tree/main/docs
trilium,Trilium Notes,lxc,Documents & Notes,root,possible,medium,,false,false,true,8080,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/TriliumNext/trilium,https://github.com/TriliumNext/trilium/wiki
tududi,Tududi,lxc,Documents & Notes,root,possible,medium,,false,false,true,3002,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://tududi.com/,https://github.com/chrisvel/tududi#-getting-started
twenty,Twenty,lxc,Business & ERP,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://twenty.com/,https://docs.twenty.com/
wallabag,Wallabag,lxc,Documents & Notes,root,possible,medium,,false,false,true,8000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://wallabag.org/,https://doc.wallabag.org/
wallos,Wallos,lxc,Finance & Budgeting,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://wallosapp.com/,https://github.com/ellite/wallos
warracker,Warracker,lxc,Documents & Notes,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://warracker.com/,
wazuh,Wazuh,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,443,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://wazuh.com/,https://documentation.wazuh.com/
wealthfolio,Wealthfolio,lxc,Finance & Budgeting,root,possible,medium,,false,false,true,8080,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://wealthfolio.app/,https://wealthfolio.app/docs/introduction/
wikijs,Wiki.js,lxc,Documents & Notes,root,possible,medium,,false,false,true,3000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://js.wiki/,https://docs.requarks.io/
wishlist,Wishlist,lxc,Documents & Notes,root,possible,medium,,false,false,true,3280,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://github.com/cmintey/wishlist,https://github.com/cmintey/wishlist/blob/main/README.md#getting-started
wordpress,Wordpress,lxc,Webservers & Proxies,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://wordpress.org/,https://wordpress.org/documentation/
writefreely,WriteFreely,lxc,Documents & Notes,root,possible,medium,,false,false,true,80,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://writefreely.org/,https://writefreely.org/docs
xyops,xyOps,lxc,Automation & Scheduling,root,possible,medium,,false,false,true,5522,Portable if it can run as a foreground process with Secret/ConfigMap driven config; review job runners and filesystem assumptions.,https://github.com/pixlcore/xyops,https://github.com/pixlcore/xyops/tree/main/docs
zabbix,Zabbix,lxc,Monitoring & Analytics,root,possible,medium,,false,false,true,,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://www.zabbix.com/,https://www.zabbix.com/documentation/current/en/manual
zoraxy,Zoraxy,lxc,Webservers & Proxies,root,possible,medium,,false,false,true,8000,"Likely portable web/backend workload; verify official image/chart, persistent paths, and external database support before charting.",https://zoraxy.aroz.org/,https://github.com/tobychui/zoraxy/wiki
sqlserver2022,SQL Server 2022,lxc,Databases,root-or-homelab,conditional,high,,true,false,true,1433,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts. Upstream marks the LXC privileged, so Kubernetes capabilities, hostPath, devices, or hostNetwork need explicit review.",https://www.microsoft.com/en-us/sql-server/sql-server-2022,https://learn.microsoft.com/en-us/sql/sql-server/?view=sql-server-ver16
sqlserver2025,SQL Server 2025,lxc,Databases,root-or-homelab,conditional,high,,true,false,true,1433,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts. Upstream marks the LXC privileged, so Kubernetes capabilities, hostPath, devices, or hostNetwork need explicit review.",https://www.microsoft.com/en-us/sql-server/sql-server-2025,https://learn.microsoft.com/en-us/sql/sql-server/?view=sql-server-ver17
apache-couchdb,Apache CouchDB,lxc,Databases,root-or-homelab,conditional,medium,,false,false,true,5984,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://couchdb.apache.org/,https://docs.couchdb.org/en/stable/
apache-cassandra,Apache-Cassandra,lxc,Databases,root-or-homelab,conditional,medium,,false,false,true,,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://cassandra.apache.org/,https://cassandra.apache.org/doc/latest/
baserow,Baserow,lxc,Databases,root-or-homelab,conditional,medium,,false,false,true,3000,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://baserow.io/,https://baserow.io/docs/index
clickhouse,ClickHouse,lxc,Databases,root-or-homelab,conditional,medium,,false,false,true,8123,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://clickhouse.com/,https://clickhouse.com/docs/
emqx,EMQX,lxc,MQTT & Messaging,root-or-homelab,conditional,medium,,false,false,true,18083,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://www.emqx.io/,https://docs.emqx.com/en/emqx/latest/
hivemq,HiveMQ CE,lxc,MQTT & Messaging,root-or-homelab,conditional,medium,,false,false,false,1883,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://www.hivemq.com/,https://github.com/hivemq/hivemq-community-edition/wiki
influxdb,InfluxDB,lxc,Databases,root-or-homelab,conditional,medium,,false,false,true,8086,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://www.influxdata.com/,https://docs.influxdata.com/
mariadb,Mariadb,lxc,Databases,root-or-homelab,conditional,medium,,false,false,true,3306,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://mariadb.org/,https://github.com/community-scripts/ProxmoxVE/discussions/192
mongodb,MongoDB,lxc,Databases,root-or-homelab,conditional,medium,,false,false,true,27017,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://www.mongodb.com/,https://www.mongodb.com/docs/manual/
mqtt,MQTT,lxc,MQTT & Messaging,root-or-homelab,conditional,medium,,false,false,true,,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://mosquitto.org/,https://mosquitto.org/documentation/
neo4j,Neo4j,lxc,Databases,root-or-homelab,conditional,medium,,false,false,true,7474,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://neo4j.com/product/neo4j-graph-database/,https://neo4j.com/docs/
protonmail-bridge,Proton Mail Bridge,lxc,MQTT & Messaging,root-or-homelab,conditional,medium,,false,false,true,,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://proton.me/mail/bridge,https://proton.me/support/bridge-cli-guide
ps5-mqtt,PS5-MQTT,lxc,MQTT & Messaging,root-or-homelab,conditional,medium,,false,false,true,8645,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://github.com/FunkeyFlo/,
qdrant,Qdrant,lxc,Databases,root-or-homelab,conditional,medium,,false,false,true,6333,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://qdrant.tech/,https://github.com/qdrant/qdrant
rabbitmq,RabbitMQ,lxc,MQTT & Messaging,root-or-homelab,conditional,medium,,false,false,true,15672,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://www.rabbitmq.com/,https://www.rabbitmq.com/docs
